province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
Cagayan,Penablanca,San Roque,2,2,0,2,0.00,1,0,2025-01-09,2025-01-09,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Sisim,11,22,7,15,31.82,1,1,2025-01-10,2025-01-15,Affected,25.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,21,7,14,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Peñablanca,Avucay,1,1,0,1,0.00,1,0,2022-08-17,2022-08-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Baliuag,9,25,0,25,0.00,1,0,2023-10-04,2023-10-04,At-risk,7.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Bical,32,96,9,87,9.38,1,1,2022-04-13,2023-10-06,Affected,27.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,95,8,87,1,1,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Cabbo,10,10,0,10,0.00,1,0,2023-03-03,2023-03-03,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Callao,3,6,0,6,0.00,1,0,2022-02-08,2022-02-08,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Camasi,3,19,0,19,0.00,1,0,2020-10-06,2020-10-06,At-risk,6.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Manga,15,20,0,20,0.00,1,0,2022-09-14,2022-09-14,At-risk,7.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Minanga,4,9,0,9,0.00,1,0,2022-09-01,2022-09-01,At-risk,5.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Nabbabalayan,11,14,0,14,0.00,1,0,2022-09-14,2022-09-14,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Nanguilattan,2,6,0,6,0.00,1,0,2020-10-06,2022-08-17,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Peñablanca,Quibal,1,3,0,3,0.00,1,0,2022-08-17,2022-08-17,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Apayao,2,2,0,2,0.00,1,0,2023-11-14,2023-11-14,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Aquib,9,12,2,10,16.67,2,1,2021-09-22,2023-11-14,Affected,11.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,2,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Baung,4,13,0,13,0.00,1,0,2023-06-13,2024-07-01,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Calaoagan,5,6,2,4,33.33,1,1,2023-11-14,2024-10-28,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Calaogan,3,4,0,4,0.00,1,0,2020-10-27,2020-11-09,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Catarauan,2,3,2,1,66.67,1,1,2023-11-14,2024-10-07,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Cataroan,3,5,0,5,0.00,1,0,2020-09-24,2020-09-24,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Dugayung,1,1,0,1,0.00,1,0,2023-11-14,2023-11-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Gumarueng,1,1,0,1,0.00,1,0,2023-11-14,2023-11-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Maguiling,16,26,5,21,19.23,1,1,2021-07-13,2024-10-11,Affected,18.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,5,10,0,0,0,10,0,10,1,0,1,0,0,0
Cagayan,Piat,N/A,3,27,0,27,0.00,1,0,2022-01-05,2025-02-26,At-risk,7.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,17,0,17,0,0,0,10,0,10,0,0,0,0,0,0
Cagayan,Piat,Poblacion,1,1,0,1,0.00,1,0,2023-11-14,2023-11-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Poblacion 02,2,12,0,12,0.00,1,0,2020-09-11,2020-10-27,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Poblacion 1,2,2,1,1,50.00,1,1,2023-08-10,2024-09-26,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Sta. Barbara,4,6,4,2,66.67,1,1,2023-11-14,2024-09-27,Affected,31.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Piat,Sto. Domingo,25,48,5,43,10.42,2,2,2021-07-13,2024-11-14,Affected,19.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,18,5,13,0,0,0,25,0,25,5,0,5,0,0,0
Cagayan,Piat,Villarey,5,21,1,20,4.76,2,1,2021-07-13,2022-01-05,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,20,0,20,0,0,0,0,0,0
Cagayan,Piat,Warat,38,89,2,87,2.25,1,1,2020-09-15,2023-11-14,Affected,14.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,2,13,0,0,0,60,0,60,14,0,14,0,0,0
Cagayan,Rizal,Anaguan,1,6,0,6,0.00,1,0,2023-01-06,2023-01-06,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Rizal,Duyun,5,8,0,8,0.00,1,0,2023-11-20,2023-11-20,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,SOLANA,CATARAN,1,2,0,2,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,SOLANA,FURAGUI,2,4,0,4,0.00,1,0,2021-04-22,2021-04-26,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
Cagayan,SOLANA,GEN. BALAO,1,2,0,2,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,SOLANA,LANNIG,3,6,0,6,0.00,1,0,2021-04-22,2021-04-22,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,SOLANA,NATAPIAN,2,4,0,4,0.00,1,0,2021-04-12,2021-04-22,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
Cagayan,STA ANA,CASAMBALANGA,1,2,0,2,0.00,1,0,2021-11-10,2021-11-10,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STA ANA,N/A,1,1,0,1,0.00,1,0,2021-11-10,2021-11-10,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STA. ANA,BATANGAN,1,1,1,0,100.00,1,1,2021-03-08,2021-03-08,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STO. NINO,LUBO,2,4,0,4,0.00,1,0,2021-04-13,2021-04-13,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STO. NIÑO,MATALAO,1,3,3,0,100.00,1,1,2021-02-03,2021-02-03,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STO. NIÑO,NAMUCCCAYAN,9,19,18,1,94.74,1,1,2021-02-16,2021-02-16,Affected,62.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,18,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,STO. NIÑO,STA. FELICITAS,22,24,1,23,4.17,1,1,2021-01-25,2021-01-25,Affected,7.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Bangan,17,24,8,16,33.33,1,1,2022-07-11,2024-10-30,Affected,27.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,8,16,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Buenavista,2,2,0,2,0.00,1,0,2022-08-22,2022-08-22,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,C-2,1,1,1,0,100.00,1,1,2024-09-10,2024-09-10,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,C. Marzan,2,3,0,3,0.00,1,0,2022-10-12,2022-10-12,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Callungan,1,100,0,100,0.00,1,0,2024-11-06,2024-11-06,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro,1,2,1,1,50.00,1,1,2025-08-27,2025-08-27,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro 02,3,5,5,0,100.00,1,1,2022-02-10,2022-02-10,Affected,44.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro 1,2,3,0,3,0.00,1,0,2022-08-19,2025-09-26,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro 2,12,17,8,9,47.06,1,1,2022-04-28,2025-09-17,Affected,31.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro I,2,2,0,2,0.00,1,0,2022-03-21,2022-03-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Centro II,1,2,0,2,0.00,1,0,2022-03-11,2022-03-11,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Dacal,7,10,0,10,0.00,1,0,2022-07-01,2022-08-22,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Dagueray,4,9,0,9,0.00,1,0,2022-07-28,2022-10-05,At-risk,5.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Dakal,1,1,0,1,0.00,1,0,2022-08-19,2022-08-19,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Dammang,2,3,0,3,0.00,1,0,2022-11-02,2022-11-02,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Langagan,7,15,6,9,40.00,1,1,2022-09-09,2023-11-03,Affected,25.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Langan,3,13,0,13,0.00,1,0,2022-08-22,2022-08-22,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Langgan,1,1,0,1,0.00,1,0,2024-08-28,2024-08-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Magacan,1,2,2,0,100.00,1,1,2024-10-30,2024-10-30,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Marzan,20,37,2,35,5.41,1,1,2022-08-19,2024-11-28,Affected,10.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,37,2,35,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Masisit,12,44,28,16,63.64,1,1,2022-06-24,2024-12-10,Affected,63.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,44,28,16,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,N/A,3,24,2,22,8.33,1,1,2021-11-05,2025-02-05,Affected,10.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,2,22,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Naganacan,1,1,0,1,0.00,1,0,2022-10-12,2022-10-12,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Nagrangtayan,11,28,17,11,60.71,1,1,2022-07-05,2022-10-12,Affected,49.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,25,14,11,3,3,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Namuac,16,19,1,18,5.26,1,1,2022-06-24,2022-10-05,Affected,7.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,San Andres,10,17,8,9,47.06,1,1,2022-07-11,2024-10-30,Affected,31.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Santiago,2,4,0,4,0.00,1,0,2022-03-11,2022-04-28,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Santor,17,150,5,145,3.33,1,1,2022-03-21,2023-09-13,Affected,20.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,150,5,145,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Tokitok,32,1240,0,1240,0.00,2,0,2021-05-12,2024-11-25,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1240,0,1240,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Sanchez Mira,Toktok,5,25,0,25,0.00,1,0,2022-01-05,2022-01-05,At-risk,7.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0
Cagayan,Sanchez Mira,Villa Garcia,2,6,0,6,0.00,1,0,2022-07-01,2022-07-04,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Santa Praxedes,Capacuan,4,10,0,10,0.00,1,0,2025-01-27,2025-01-27,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Santa Praxedes,Centro 2,1,1,1,0,100.00,1,1,2025-01-27,2025-01-27,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Santa Praxedes,Salungsong,3,10,0,10,0.00,1,0,2025-01-27,2025-01-27,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Andarayan North,9,271,23,248,8.49,1,1,2023-04-14,2025-09-15,Affected,47.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,271,23,248,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Andarayan South,1,1,1,0,100.00,1,1,2024-08-22,2024-08-22,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Bacnor East,5,5,0,5,0.00,1,0,2022-11-21,2022-11-21,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Bangag,10,26,2,24,7.69,1,1,2020-10-12,2025-03-13,Affected,10.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,26,2,24,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Basi,5,36,0,36,0.00,2,0,2021-04-12,2025-03-13,At-risk,8.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,32,0,32,0,0,0,4,0,4,0,0,0,0,0,0
Cagayan,Solana,Basi East,10,221,0,221,0.00,2,0,2021-04-22,2025-11-04,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,214,0,214,0,0,0,7,0,7,0,0,0,0,0,0
Cagayan,Solana,Basi West,1,2,0,2,0.00,1,0,2020-11-11,2020-11-11,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Bauan,9,17,1,16,5.88,2,1,2021-04-22,2024-08-22,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,0,12,1,1,0,4,0,4,0,0,0,0,0,0
Cagayan,Solana,Bauan East,1,5,0,5,0.00,1,0,2022-02-24,2022-02-24,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Solana,Cadaanan,3,4,1,3,25.00,2,1,2020-09-15,2025-03-13,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Solana,Calamagui,3,6,1,5,16.67,2,1,2021-04-26,2024-08-22,Affected,9.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Solana,Calillauan,1,1,0,1,0.00,1,0,2024-08-22,2024-08-22,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Centro,5,38,0,38,0.00,2,0,2021-04-12,2024-08-22,At-risk,8.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,32,0,32,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,Solana,Centro Northeast,1,2,2,0,100.00,1,1,2020-12-23,2020-12-23,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Dassun,11,28,0,28,0.00,1,0,2023-10-23,2023-10-23,At-risk,7.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Gadu,5,12,4,8,33.33,2,1,2020-10-28,2022-12-05,Affected,20.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,4,2,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,Solana,Iraga,53,124,3,121,2.42,2,1,2020-09-17,2023-10-24,Affected,17.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,38,3,35,0,0,0,60,0,60,26,0,26,0,0,0
Cagayan,Solana,Kalamagi,3,3,0,3,0.00,1,0,2023-02-10,2023-02-10,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Solana,Lanna,10,17,1,16,5.88,2,1,2021-01-06,2025-03-13,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,1,12,0,0,0,4,0,4,0,0,0,0,0,0
Cagayan,Solana,Lingu,6,13,4,9,30.77,2,1,2020-12-15,2024-08-22,Affected,19.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,11,4,7,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Solana,Maguirig,7,30,18,12,60.00,2,1,2020-09-15,2022-01-05,Affected,51.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,17,17,0,1,1,0,12,0,12,0,0,0,0,0,0
Cagayan,Solana,Malacabibi,24,57,0,57,0.00,2,0,2021-04-22,2023-10-23,At-risk,10.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,37,0,37,14,0,14,0,0,0
Cagayan,Solana,N/A,16,47,0,47,0.00,1,0,2021-12-21,2024-01-10,At-risk,9.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,33,0,33,0,0,0,14,0,14,0,0,0,0,0,0
Cagayan,Solana,Nangalisan,8,17,11,6,64.71,2,1,2020-10-28,2024-08-22,Affected,41.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,11,2,0,0,0,4,0,4,0,0,0,0,0,0
