province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
Nueva Vizcaya,Bambang,Mabuslo,5,11,8,3,72.73,1,1,2021-07-28,2024-07-22,Affected,39.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,Macate,4,5,2,3,40.00,1,1,2023-10-13,2023-10-31,Affected,19.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,N/A,1,1,0,1,0.00,1,0,2024-07-22,2024-07-22,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,Salinas,2,5,0,5,0.00,1,0,2023-10-24,2023-10-27,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,San Antonio North,3,4,2,2,50.00,1,1,2023-05-31,2023-05-31,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,San Fernando,10,23,0,23,0.00,2,0,2021-07-19,2024-07-22,At-risk,7.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,10,0,10,4,0,4,0,0,0
Nueva Vizcaya,Bambang,San Leonardo,1,2,2,0,100.00,1,1,2024-08-05,2024-08-05,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bambang,Sto. Domingo,2,4,0,4,0.00,1,0,2021-07-28,2021-07-28,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Bintawan,1,3,0,3,0.00,1,0,2024-09-13,2024-09-13,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Buenavista,1,1,0,1,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Casat,42,114,2,112,1.75,2,1,2021-08-13,2023-06-01,Affected,15.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,47,0,47,4,2,2,47,0,47,16,0,16,0,0,0
Nueva Vizcaya,Bayombong,La Torre,1,1,1,0,100.00,1,1,2021-07-21,2021-07-21,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,La Torre North,11,38,0,38,0.00,2,0,2021-08-13,2023-06-01,At-risk,8.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,18,0,18,1,0,1,15,0,15,4,0,4,0,0,0
Nueva Vizcaya,Bayombong,Magapuy,9,17,1,16,5.88,1,1,2023-10-02,2023-10-31,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,16,0,16,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Magsaysay,10,211,2,209,0.95,2,1,2021-05-10,2023-09-20,Affected,15.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,198,2,196,0,0,0,13,0,13,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Masoc,4,27,13,14,48.15,1,1,2020-01-15,2024-09-13,Affected,39.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,14,0,14,13,13,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Bayombong,Paitan,2,7,0,7,0.00,2,0,2021-08-13,2023-02-16,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,2,0,2,0,0,0
Nueva Vizcaya,Bayombong,Vista Allegre,1,1,1,0,100.00,1,1,2020-12-11,2020-12-11,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,DIADI,DURWAROG,1,1,0,1,0.00,1,0,2022-03-30,2022-03-30,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,ANTENG MABASA,2,3,0,3,0.00,1,0,2021-08-13,2021-08-19,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,CABATUAN MABASA,2,4,0,4,0.00,1,0,2021-08-13,2021-08-13,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,DOMANG,1,1,0,1,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,GUIJO BITNONG,1,1,0,1,0.00,1,0,2021-08-19,2021-08-19,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,KEON BITNONG,1,1,0,1,0.00,1,0,2021-08-19,2021-08-19,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,MABARIT MABASA,1,2,0,2,0.00,1,0,2021-08-13,2021-08-13,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,MOLAVE BITNONG,4,4,0,4,0.00,1,0,2021-08-19,2021-08-19,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,DUPAX DEL NORTE,NUNGUIA,1,2,0,2,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Diadi,Arwas,2,3,3,0,100.00,1,1,2023-10-23,2023-11-03,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Diadi,Bugnay,1,1,1,0,100.00,1,1,2020-10-02,2020-10-02,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Diadi,Butao,13,24,18,6,75.00,1,1,2023-09-06,2023-10-24,Affected,55.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,18,6,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Diadi,Poblacion,14,23,3,20,13.04,2,1,2020-10-20,2023-11-06,Affected,13.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,1,8,2,2,0,12,0,12,0,0,0,0,0,0
Nueva Vizcaya,Diadi,San Pablo,43,141,0,141,0.00,1,0,2022-03-14,2023-11-03,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,56,0,56,0,0,0,85,0,85,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Bitnong,25,64,2,62,3.12,2,1,2021-07-19,2023-05-09,Affected,12.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,20,0,20,1,1,0,30,0,30,12,0,12,1,1,0
Nueva Vizcaya,Dupax Del Norte,Inaban,11,44,4,40,9.09,2,2,2020-12-11,2023-05-09,Affected,17.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,43,3,40,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Lamo,3,5,3,2,60.00,1,1,2022-05-26,2024-07-23,Affected,27.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Mabasa,14,34,7,27,20.59,2,2,2021-07-19,2024-01-04,Affected,24.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,4,15,5,3,2,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Malasin,5,16,0,16,0.00,2,0,2021-08-20,2023-10-13,At-risk,6.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Munguia,1,2,0,2,0.00,1,0,2023-10-13,2023-10-13,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,N/A,7,16,0,16,0.00,1,0,2023-10-26,2023-10-26,At-risk,6.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Norte,Parai,3,4,0,4,0.00,1,0,2022-05-26,2023-10-13,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Bagumbayan,2,5,3,2,60.00,1,1,2023-10-20,2024-01-17,Affected,27.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Canabay,15,42,0,42,0.00,1,0,2023-05-09,2023-05-09,At-risk,9.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Carolotan,10,20,0,20,0.00,1,0,2023-10-02,2024-07-26,At-risk,7.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Dopaj,1,2,1,1,50.00,1,1,2024-01-03,2024-01-03,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Mangayang,1,5,2,3,40.00,1,1,2023-10-24,2023-10-24,Affected,19.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Dupax Del Sur,Sta. Maria,1,2,2,0,100.00,1,1,2024-08-05,2024-08-05,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KASIBU,LUANGAL,2,2,0,2,0.00,1,0,2021-08-19,2021-08-19,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,BAAN,3,8,0,8,0.00,2,0,2021-07-19,2021-08-19,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,5,0,5,2,0,2,0,0,0
Nueva Vizcaya,KAYAPA,BESONG,3,6,0,6,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,BOAN,1,3,0,3,0.00,1,0,2021-10-08,2021-10-08,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,CASTILLLO VILLAGE,5,8,0,8,0.00,1,0,2021-08-13,2021-08-20,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0
Nueva Vizcaya,KAYAPA,N/A,6,16,0,16,0.00,1,0,2021-10-20,2021-10-20,At-risk,6.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,PAMPANG,29,77,9,68,11.69,2,1,2021-07-19,2021-10-08,Affected,26.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,19,3,16,6,6,0,38,0,38,14,0,14,0,0,0
Nueva Vizcaya,KAYAPA,PANGAWAN,1,3,0,3,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,TABUNGAN,1,4,0,4,0.00,1,0,2021-10-07,2021-10-07,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
Nueva Vizcaya,KAYAPA,TUBONGAN,5,10,0,10,0.00,1,0,2021-08-13,2021-10-08,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,0,8,0,0,0,0,0,0,2,0,2,0,0,0
Nueva Vizcaya,Kasibu,Alloy,6,18,3,15,16.67,1,1,2022-02-10,2023-09-22,Affected,13.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,3,5,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Binogawan,6,12,0,12,0.00,1,0,2023-10-02,2023-10-26,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Binowagan,3,3,3,0,100.00,1,1,2023-10-23,2023-10-26,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Binugauan,2,10,0,10,0.00,1,0,2021-07-19,2021-07-19,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Capisaan,1,3,3,0,100.00,1,1,2023-10-17,2023-10-17,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Catarawan,1,1,1,0,100.00,1,1,2020-11-10,2020-11-10,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Dine,1,2,2,0,100.00,1,1,2023-10-11,2023-10-11,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Macalong,1,1,1,0,100.00,1,1,2024-01-05,2024-01-05,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Malabing,6,17,3,14,17.65,1,1,2020-10-28,2023-10-02,Affected,14.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,3,4,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,N/A,1,2,2,0,100.00,1,1,2025-10-06,2025-10-06,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Papaya,3,4,2,2,50.00,1,1,2023-09-22,2023-10-23,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Paquet,1,1,1,0,100.00,1,1,2020-11-10,2020-11-10,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Payapa,2,4,0,4,0.00,1,0,2023-10-02,2023-10-02,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Poblacion,11,22,1,21,4.55,2,1,2021-07-19,2023-10-13,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,1,7,0,0,0,10,0,10,4,0,4,0,0,0
Nueva Vizcaya,Kasibu,Tadji,19,55,0,55,0.00,1,0,2022-02-10,2023-05-09,At-risk,10.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,45,0,45,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Kasibu,Wangal,5,15,1,14,6.67,2,1,2021-07-19,2023-10-26,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,10,0,10,4,0,4,0,0,0
Nueva Vizcaya,Kasibu,Watwat,1,2,0,2,0.00,1,0,2023-09-25,2023-09-25,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Amelong Labeng,1,2,0,2,0.00,1,0,2023-10-26,2023-10-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Babadi,1,2,0,2,0.00,1,0,2023-10-26,2023-10-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Balangabang,2,3,0,3,0.00,1,0,2024-07-19,2024-07-19,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Castillo Village,7,15,5,10,33.33,2,1,2021-07-19,2023-10-26,Affected,22.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,4,3,1,1,0,7,0,7,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Nansiakan,30,112,0,112,0.00,1,0,2022-11-09,2023-05-09,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,37,0,37,0,0,0,75,0,75,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Pinayag,1,2,0,2,0.00,1,0,2023-10-26,2023-10-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Pingkain,1,5,0,5,0.00,1,0,2021-07-19,2021-07-19,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Nueva Vizcaya,Kayapa,Tubungan,2,10,0,10,0.00,1,0,2021-07-19,2021-07-19,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,QUEZON,DUMALIGYA,1,1,0,1,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,QUEZON,GARUBBA,2,10,0,10,0.00,1,0,2021-10-07,2021-10-07,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Aurora,48,147,20,127,13.61,2,1,2020-11-06,2023-11-06,Affected,44.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,49,15,34,5,5,0,93,0,93,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Baresbes,2,4,1,3,25.00,1,1,2022-04-11,2023-09-26,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Bolinao,2,2,2,0,100.00,1,1,2020-11-10,2020-11-25,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Bonifacio,2,4,4,0,100.00,1,1,2023-10-11,2023-10-13,Affected,43.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Buliwao,7,7,2,5,28.57,1,1,2022-05-26,2023-10-17,Affected,15.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,1,5,1,1,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Caliat,15,38,13,25,34.21,1,1,2020-11-06,2023-10-26,Affected,36.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,10,5,3,3,0,20,0,20,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Caloocan,1,2,0,2,0.00,1,0,2023-02-16,2023-02-16,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Darubba,7,9,9,0,100.00,1,1,2020-10-28,2024-01-08,Affected,50.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Maddiangat,12,20,8,12,40.00,1,1,2020-11-25,2023-09-26,Affected,29.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,5,5,3,3,0,7,0,7,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Nalubbunan,24,51,23,28,45.10,1,1,2020-11-06,2023-10-26,Affected,55.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,18,6,7,5,2,20,0,20,0,0,0,0,0,0
Nueva Vizcaya,Quezon,Runruno,2,4,4,0,100.00,1,1,2023-10-18,2023-10-31,Affected,43.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,SOLANO,N/A,1,1,0,1,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,STA FE,BACNENG,1,2,0,2,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,STA FE,POBLACION,2,3,0,3,0.00,1,0,2021-08-20,2021-08-20,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Santa Fe,Tactac,1,4,0,4,0.00,1,0,2024-09-13,2024-09-13,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Aggub,3,3,1,2,33.33,1,1,2023-07-27,2023-11-03,Affected,15.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Bagababag,1,2,0,2,0.00,1,0,2024-09-13,2024-09-13,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Vizcaya,Solano,Bagabag,1,2,0,2,0.00,1,0,2023-10-02,2023-10-02,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
